업종명,기업체명,소재지,주생산품,전화번호
화학물질 및 화학제품:의약품제외,(주)덕산테코피아,충청남도 천안시 동남구 풍세면 풍세산단2로 39,inter10(디스플레이액정원료),041-903-9700
화학물질 및 화학제품:의약품제외,(주)덕산테코피아 천안사업장,충청남도 천안시 동남구 5산단3로 30 (성남면) (주)덕산유엠티 외 1필지,반도체광섬유원료,041-533-5660
고무제품 및 플라스틱제품,(주)덕신프라텍,충청남도 천안시서북구 입장면 위례성로 1898-13,플라스틱포장용 플라스틱 성형용기,041-584-6800
금속가공제품(기계 및 가구제외),(주)덕신하우징,충청남도 천안시 동남구 수신면 수신로 485-34 외 10필지,"데크,플레이트",041-556-2600
"펄프,종이 및 종이제품",(주)덕양상사,충청남도 천안시 동남구 성남면 약수로 266-25,"종이컵, 식자재 등",041-522-9200
기타기계 및 장비,(주)덕흥산업,충청남도 천안시서북구 성거읍 소우리 37-74번지,파쇄기,041-557-0147
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",(주)데이비드텍,"충청남도 천안시 서북구 직산읍 직산로 136, 208호(충남테크노파크 차세대에너지센터)","전자제품(전자파 차폐용, 열전도체)",070-8265-1434
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",(주)데카시스템,"충청남도 천안시 서북구 직산읍 직산로 136, 충남테크노파크 벤처관 3205호",GPS골프거리측정기,041-589-0310
고무제품 및 플라스틱제품,(주)데코팔,충청남도 천안시 동남구 동면 충절로 1995,하이펫트,041-523-3030
"의료, 정밀, 광학기기 및 시계",(주)덴탈맥스,충청남도 천안시 동남구 풍세면 보성리 710번지,절삭가공용 치과도재,041-523-3580
식료품,(주)도경21,"충청남도 천안시 서북구 직산읍 직산로 136, 생산관 2310호 (직산읍)","천산고, 천산고스틱",070-4334-5097
기타기계 및 장비,(주)도경시스템,충청남도 천안시 서북구 직산읍 부송로 147,"반도체 장비 부품(LASER MARKING,STAGE)",041-582-2670
식료품,(주)돈가식품,충청남도 천안시서북구 백석동 555-23번지,"족발,김치",041-556-2000
산업용 기계 및 장비수리업,(주)동광이엔티,충청남도 천안시 서북구 성환읍 와룡길 260 (동광이엔티),자동차부품,041-581-4124
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",(주)동광테크,충청남도 천안시 동남구 목천읍 동평2길 131 외 1필지,"케이블조립품,산업용로봇",041-558-6540
전기장비,(주)동국이엔지,충청남도 천안시 동남구 풍세면 태학산로 138,전기콘트롤판넬,041-564-6500
전기장비,(주)동국일렉콘스,충청남도 천안시서북구 백석동 555-31번지 백석농공단지,기기용자동측정및제조장치외4종,041-567-1236
고무제품 및 플라스틱제품,(주)동명산업,충청남도 천안시서북구 성환읍 수향리 427-38번지 외 1필지 외 1필지,"PP.포대,PE필름",02-2690-0347
화학물질 및 화학제품:의약품제외,(주)동명케미칼,충청남도 천안시 동남구 성남면 5산단2로 36,"염화제 1,2철  황산제1,2철 ph조절제,정제질산,정제인산",041-557-3395
섬유제품,(주)동방생활산업,충청남도 천안시 동남구 수신면 5산단로 182,면사(CM40'S),041-620-2512
고무제품 및 플라스틱제품,(주)동서산업롤,충청남도 천안시 동남구 수신면 수신로 496,산업용고무로라,041-552-9363
고무제품 및 플라스틱제품,(주)동서프라텍,충청남도 천안시서북구 차암동 25-1번지,"자동차 부품, 전기,전자 부품",041-621-0206
금속가공제품(기계 및 가구제외),(주)동성종합건설,충청남도 천안시서북구 입장면 연곡리 180번지 외 1필지,철문,02-405-7114
"의복,의복액세서리 및 모피제품",(주)동승,충청남도 천안시서북구 직산읍 부송리 118-1번지,의류원단,
자동차 및 트레일러,(주)동승기업,충청남도 천안시 서북구 성환읍 수향리 156-2,"자동차부품(CONNECTOR),자동차부품(TANK BAFFLE)",
금속가공제품(기계 및 가구제외),(주)동아,충청남도 천안시 서북구 입장면 가산리 352-29,"엘리베이터 안전장치부품(판넬,도어,플로어)",041-588-5551
자동차 및 트레일러,(주)동아금속천안지점,충청남도 천안시서북구 직산읍 직산안길 24,조향장치,041-521-5471
고무제품 및 플라스틱제품,(주)동아수지,충청남도 천안시 서북구 직산읍 금곡로 52-5,아크릴형상박스,031-223-7853
자동차 및 트레일러,(주)동아오토모티브,충청남도 천안시 서북구 성환읍 연암율금로 143-33 외 2필지,와이어 클립,041-583-3160
자동차 및 트레일러,(주)동아테크,충청남도 천안시 서북구 직산읍 군삼길 178 외 2필지,전후진 셔틀시스템(액슬하우징),041-585-7453
기타기계 및 장비,(주)동아테크윈,충청남도 천안시 서북구 입장면 가산리 352-9 외 4필지,엘리베이터부품(플로어),041-588-5551
기타기계 및 장비,(주)동양기계,충청남도 천안시 동남구 수신면 백자2길 103 (행정주물) 외 3필지,농산물건조기,041-522-1308
화학물질 및 화학제품:의약품제외,(주)동양탄소,충청남도 천안시 동남구 수신면 발산4길 62-6 ((주)동양탄소),"입상활성탄소,분말활성탄소",041-522-3344
자동차 및 트레일러,(주)동연테크,충청남도 천안시서북구 직산읍 양당리 3-4번지 외 3필지,자동차후레임,041-521-5852
"펄프,종이 및 종이제품",(주)동우페이퍼텍,충청남도 천안시 서북구 직산읍 마정1길 62,종이지관,041-583-5800
"펄프,종이 및 종이제품",(주)동우페이퍼텍,충청남도 천안시 서북구 직산읍 금곡로 35 (DongWooPapertech),지관,041-583-5800
기타기계 및 장비,(주)동유정공,충청남도 천안시동남구 성남면 대흥리 482번지 외 1필지 외 1필지,"풍력발전기프레임, 공기열교환기프레임",041-564-0205
비금속광물제,(주)동일글라스텍,충청남도 천안시서북구 부대동 302-4번지,유리가공품,041-583-2502
금속가공제품(기계 및 가구제외),(주)동일에이앤티,"충청남도 천안시 서북구 직산읍 2공단5로 107, 1층",알루미늄 복합보드,041-582-5017
고무제품 및 플라스틱제품,(주)동일테크롤,충청남도 천안시 서북구 직산읍 마정1길 14,산업용고무로라,041-587-8181
"펄프,종이 및 종이제품",(주)동주,충청남도 천안시서북구 입장면 가산리 133번지,"골판지 , 골판지상자",041-955-7000
섬유제품,(주)동진플랜트,충청남도 천안시 동남구 성남면 세성로 195 (광천종합건설),파쇄기,041-554-6048
금속가공제품(기계 및 가구제외),(주)동하이엔지,충청남도 천안시 동남구 수신면 발산길 134 (수신면) 외 1필지,철구조물,041-555-2753
자동차 및 트레일러,(주)동흥엔지니어링,충청남도 천안시 서북구 직산읍 군동서길 34 ((주)동흥엔지니어링),플라스틱사출,041-583-7771
기타기계 및 장비,(주)두선,충청남도 천안시서북구 입장면 유리 228번지 외1필,"자동차엔진부품,밸브,볼트,팬",041-583-0898
기타기계 및 장비,(주)두송건설,충청남도 천안시서북구 직산읍 양당리 213-5번지,신 냉매 냉각장치,041-521-5475
비금속광물제,(주)두우산업,충청남도 천안시 서북구 입장면 석재길 35 외 2필지,석재가공품,041-588-0490
자동차 및 트레일러,(주)두원냉기,충청남도 천안시서북구 두정동 480번지,자동차용 에어콘 부품,041-562-4379
기타기계 및 장비,(주)듀렌다나,"충청남도 천안시 서북구 천안대로 1223-24, (공주대학교 산학협력관 314~316호) (부대동)",레저용 에어소프트건 제작 설비,041-522-7737
기타기계 및 장비,(주)드리미,충청남도 천안시 서북구 직산읍 4산단5길 17,"반도체제조, 평판디스플레이제조용 오븐, 반도체장비, LED 조명기구",041-417-3000
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",(주)드림정보,"충청남도 천안시 서북구 미라2길 90, 3층 (쌍용동, 미락빌딩)",CCTV및영상감시장치류,041-575-4325
고무제품 및 플라스틱제품,(주)디도,충청남도 천안시 동남구 동면 충절로 2058,"고무칩,인조잔디",070-8667-6747
기타기계 및 장비,(주)디바이스이엔지,충청남도 천안시서북구 백석동 555-37번지 백석농공단지,반도체및기계장비,041-629-5209
전기장비,(주)디쌤,"충청남도 천안시 서북구 백석공단1로 10, 천안미래에이스하이테크시티 A동 1004호 (백석동)",콘베이어접지장치 외,041-541-0041
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",(주)디알테크,충청남도 천안시 서북구 직산읍 4산단3로 96 ((주)디엠케이공장),노트북용 blue,041-569-0711
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",(주)디앤에프코리아,충청남도 천안시 동남구 통정6로 18-13,골전도 헤드셋 무전기,041-574-4324
고무제품 및 플라스틱제품,(주)디에스아이,충청남도 천안시서북구 입장면 가산리 414번지 외 3필지,PE 전선관 외,041-583-2600
금속가공제품(기계 및 가구제외),(주)디에스엔지니어링,충청남도 천안시 서북구 성거읍 봉주로 309,금형 및 자동차 조립용 플라스틱 부품,041-565-7958
화학물질 및 화학제품:의약품제외,(주)디에스켐,충청남도 천안시 동남구 성남면 대화리 357번지,"유기.무기약품 소분, 산,알카리희석, 정제수, 구연산용액, 세정액의 제조 등",041-561-1952
"전자부품, 컴퓨터, 영상, 음향 및 통신장비",(주)디에이치씨,충청남도 천안시서북구 두정동 394-1번지,이동전화기 부품,041-551-9841
목재 및 나무제품(가구제외),(주)디에이치피,"충청남도 천안시 서북구 모전1길 214 (성거읍, 광진수출포장(주))",목재포장용상자,041-584-1231
식료품,(주)디에이치하우징,충청남도 천안시 서북구 성환읍 수향리 137-3 외 2필지,원두커피,031-695-5977
고무제품 및 플라스틱제품,(주)디엔에스,충청남도 천안시 동남구 성남면 대흥1길 173-37,"접착테이프,포장재료",041-554-8845
기타기계 및 장비,(주)디엠아이씨,충청남도 천안시 동남구 성남면 용원리 124,"광물혼합기, 광물분쇄기",041-585-0565
고무제품 및 플라스틱제품,(주)디엠피엠씨,충청남도 천안시서북구 입장면 신덕리 205-3번지,자동화설비(컨베이어).정전기방지 아크릴판 외,041-583-0750
기타기계 및 장비,(주)디엠피엠씨,충청남도 천안시 서북구 직산읍 4산단2길 9,컨베이어 장치,041-583-0750
고무제품 및 플라스틱제품,(주)디와이엠 솔루션-1공장,충청남도 천안시서북구 성환읍 율금리 282번지,전선피복재료,041-582-2460
고무제품 및 플라스틱제품,(주)디와이엠솔루션,충청남도 천안시 서북구 2공단8길 50 (업성동),전력 케이블용 피복 재료(전선피복재료),041-621-6250
기타기계 및 장비,(주)디와이이엔지,충청남도 천안시 동남구 풍세면 풍세산단1로 35,"전기로,열처리설비",
기타기계 및 장비,(주)디지털,"충청남도 천안시 서북구 미라11길 38 (쌍용동, 아름다운산행)","에어컨 세척기, 세척액",041-571-6633
기타기계 및 장비,(주)디지털,"충청남도 천안시 서북구 백석공단1로 10, 천안미래에이스하이테크시티 M동 308,309호 (백석동)",공기조화장치,041-571-6633
전기장비,(주)디케이에코팜,충청남도 천안시 동남구 병천면 개목고개길 113-2,통합 제어반,02-868-6811
"펄프,종이 및 종이제품",(주)라미텍,충청남도 천안시 동남구 풍세면 풍세산단로 226-18,테이프이형지 등,041-552-7100
금속가공제품(기계 및 가구제외),(주)라이트솔루션,충청남도 천안시 동남구 용원1길 48 (성남면),가로등주/등기구,070-7775-4677
금속가공제품(기계 및 가구제외),(주)라이트솔루션,충청남도 천안시 동남구 성남면 대흥1길 173-61,"가로등 주,조명기기 등",070-7775-4677
"의료, 정밀, 광학기기 및 시계",(주)라이프메디칼,"충청남도 천안시 서북구 성환읍 와룡길 35, 외 1필지",의료용기기,041-581-9220
기타기계 및 장비,(주)라컴텍,충청남도 천안시 동남구 수신면 5산단4로 85,CFRP 로봇핸드,042-932-8761
화학물질 및 화학제품:의약품제외,(주)라피앙스,충청남도 천안시서북구 백석동 555-31 번지,화장품,02-508-8596
인쇄 및 기록매체복제업,(주)레몬아트,충청남도 천안시 서북구 감나무골길 44 (업성동),디자인벽지(벽지프린트인쇄),1544-3305
화학물질 및 화학제품:의약품제외,(주)레이크머티리얼즈,충청남도 천안시 동남구 성남면 5산단4로 41,LED 및 반도체용 핵심전구체(유기금속화합물)),044-414-9451
