위생업소구분,업소명,소재지도로명주소,소재지지번주소,전화번호
미용업,이기라헤어,충청남도 천안시 서북구 성거읍 성거길 123,충청남도 천안시 서북구 성거읍 저리 57-25 ,041-553-9733
미용업,리프로헤어,충청남도 천안시 서북구 두정고7길 36 (두정동),충청남도 천안시 서북구 두정동 1909 ,041-564-5339
미용업,칼라스파두정점,"충청남도 천안시 서북구 두정로 98, 1층 (두정동)",충청남도 천안시 서북구 두정동 534 (1층) ,041-574-8180
미용업,헤어짱,충청남도 천안시 서북구 입장면 입장로 140,충청남도 천안시 서북구 입장면 하장리 63-2 ,041-584-1608
미용업,신태양미용실,"충청남도 천안시 서북구 쌍용대로 301 (성정동,외1필지 현대상가 103호)",충청남도 천안시 서북구 성정동 413-13 외1필지 현대상가 103호 ,041-561-0387
미용업,쥬띠20000헤어,"충청남도 천안시 서북구 백석3로 134 (백석동,외 1필지 203호)",충청남도 천안시 서북구 백석동 872 외 1필지 203호 ,041-575-3647
미용업,아베크헤어,"충청남도 천안시 서북구 불당11로 68, 103호 (불당동, 한성필하우스상가)",충청남도 천안시 서북구 불당동 788 한성필하우스상가 103호,041-567-9625
미용업,헤레이스헤어,"충청남도 천안시 서북구 부성1길 36 (두정동,(1층))",충청남도 천안시 서북구 두정동 1061 (1층) ,041-555-0387
미용업,에벤에셀헤어샵,"충청남도 천안시 서북구 성환읍 천안대로 1853, 상가동 101호 (부영아파트상가)",충청남도 천안시 서북구 성환읍 매주리 244-13 부영아파트상가 상가동 101호,041-583-7282
미용업,리치프로헤어,충청남도 천안시 서북구 봉명로 26 (쌍용동),충청남도 천안시 서북구 쌍용동 883 ,041-578-4321
미용업,비비헤어샵,"충청남도 천안시 서북구 미라2길 26-1 (쌍용동,외1필지(1층))",충청남도 천안시 서북구 쌍용동 1187 외1필지(1층) ,
미용업,마샬헤어,"충청남도 천안시 서북구 두정고1길 8, 1층 (두정동)",충청남도 천안시 서북구 두정동 1996 노태산빌딩 ,
미용업,챠밍프로헤어,"충청남도 천안시 서북구 쌍용12길 10-4 (쌍용동,쌍용장터110-4호)",충청남도 천안시 서북구 쌍용동 1949 쌍용장터110-4호 ,
미용업,박진원헤어,"충청남도 천안시 서북구 두정중7길 46 (두정동,한성빌딩 102-1호)",충청남도 천안시 서북구 두정동 1510 한성빌딩 102-1호 ,041-552-0335
미용업,엘리시아,"충청남도 천안시 서북구 검은들3길 58 (불당동,메가클래스블루104호)",충청남도 천안시 서북구 불당동 731 메가클래스블루104호 ,
미용업,리안헤어,"충청남도 천안시 서북구 직산읍 삼은3길 3, B동",충청남도 천안시 서북구 직산읍 삼은리 76-5 금사랑 B동 ,
미용업,더헤어샵,"충청남도 천안시 서북구 동서대로 170, 1층 (성정동)",충청남도 천안시 서북구 성정동 630-8 ,041-552-7797
미용업,권신영헤어아트,충청남도 천안시 서북구 봉정로 141 (성정동),충청남도 천안시 서북구 성정동 715-13 ,041-577-3309
미용업,김란헤어통신,충청남도 천안시 서북구 성정로 115 (성정동),충청남도 천안시 서북구 성정동 158-9 ,041-575-0857
미용업,머리못하는집,"충청남도 천안시 서북구 불당17길 14 (불당동,불당아이파크상가동201호)",충청남도 천안시 서북구 불당동 757 불당아이파크상가동201호 ,041-551-9111
미용업,미사랑헤어,충청남도 천안시 서북구 직산읍 자은가리1길 68 (102호),충청남도 천안시 서북구 직산읍 모시리 206-13 102호 ,070-7553-6369
일반미용업,나리미용실,"충청남도 천안시 서북구 다가말2길 14 (쌍용동,2층)",충청남도 천안시 서북구 쌍용동 379-33 2층 ,041-562-5556
일반미용업,원앙미용실,충청남도 천안시 서북구 쌍용16길 56 (쌍용동),충청남도 천안시 서북구 쌍용동 647 ,041-563-2647
일반미용업,우연미용실,"충청남도 천안시 서북구 성정10길 24, 1층 (성정동)",충청남도 천안시 서북구 성정동 725-14 1층 ,041-576-2217
일반미용업,우리네미용실,"충청남도 천안시 서북구 성정로 140, 1층 (성정동)",충청남도 천안시 서북구 성정동 171-26 ,041-562-5358
일반미용업,헤어스케치,"충청남도 천안시 서북구 성거읍 봉주로 120, 1층 104호 (삼환나우빌아파트)",충청남도 천안시 서북구 성거읍 신월리 2-26 삼환나우빌아파트 ,041-561-0958
일반미용업,단발머리,충청남도 천안시 서북구 성정4길 29 (성정동),충청남도 천안시 서북구 성정동 709-4 ,041-561-4793
일반미용업,나나살롱,"충청남도 천안시 서북구 두정로 251, 상가2동 106호 (두정동,두정대우@)",충청남도 천안시 서북구 두정동 525-1 두정대우@ 상가2동 106호,041-563-4541
일반미용업,현대미용타운,"충청남도 천안시 서북구 쌍용대로 301, 상가동 2층 (성정동, 현대아파트)",충청남도 천안시 서북구 성정동 413-13 ,041-562-9908
일반미용업,이루다헤어,"충청남도 천안시 서북구 두정상가5길 23, 1층 (두정동)",충청남도 천안시 서북구 두정동 1455 ,02-2236-3265
일반미용업,문헤어클럽,충청남도 천안시 서북구 서부3길 28 (성정동),충청남도 천안시 서북구 성정동 669-17 ,041-556-1859
일반미용업,새내기미용실,충청남도 천안시 서북구 서부3길 5 (성정동),충청남도 천안시 서북구 성정동 682-11 ,041-556-8987
일반미용업,뉴파크미용실,"충청남도 천안시 서북구 백석로 136, 상가2층동 12호 (백석동,현대@)",충청남도 천안시 서북구 백석동 191-3 현대@ 상가2층동 12호,041-553-2579
일반미용업,빛나헤어코디,충청남도 천안시 서북구 쌍용16길 62 (쌍용동),충청남도 천안시 서북구 쌍용동 575 ,041-574-9869
일반미용업,보라미용실,"충청남도 천안시 서북구 쌍용15길 56, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 632 1층 ,041-571-9074
일반미용업,뮤즈헤어콜렉션,충청남도 천안시 서북구 쌍용16길 26 (쌍용동),충청남도 천안시 서북구 쌍용동 727 ,041-557-9976
일반미용업,머리사랑미용실,충청남도 천안시 서북구 쌍용4길 18 (쌍용동),충청남도 천안시 서북구 쌍용동 1319 ,041-571-5944
일반미용업,오르비헤어,"충청남도 천안시 서북구 성정4길 11, 1층 (성정동)",충청남도 천안시 서북구 성정동 718-3 1층 ,041-579-5631
일반미용업,내가본미용실,"충청남도 천안시 서북구 봉서7길 18, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 834 ,041-573-0056
일반미용업,레드헤어샵,충청남도 천안시 서북구 충무로 143-8 (쌍용동),충청남도 천안시 서북구 쌍용동 1361 ,041-571-2549
일반미용업,정담미용실,충청남도 천안시 서북구 쌍용14길 61 (쌍용동),충청남도 천안시 서북구 쌍용동 621 ,041-572-2282
일반미용업,블루헤어타운미용실,충청남도 천안시 서북구 개목9길 23 (성정동),충청남도 천안시 서북구 성정동 1040 ,041-575-2253
일반미용업,수연헤어라인,충청남도 천안시 서북구 쌍용15길 41 (쌍용동),충청남도 천안시 서북구 쌍용동 669 ,041-574-3825
일반미용업,은혜미용실,,충청남도 천안시 서북구 성성동 153-17 우성@상가 104호 ,
일반미용업,오세희헤어필,"충청남도 천안시 서북구 봉서5길 5, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 829-2 ,041-572-7883
일반미용업,남유진헤어갤러리,"충청남도 천안시 서북구 미라7길 16, 104호 (쌍용동)",충청남도 천안시 서북구 쌍용동 1141 104호,070-8828-0933
일반미용업,이화미용실,"충청남도 천안시 서북구 충무로 158-10, 204호 (쌍용동, 해누리선경아파트상가동)",충청남도 천안시 서북구 쌍용동 1363-1 해누리선경아파트상가동 204호,041-574-2317
일반미용업,준헤어라인미용실,충청남도 천안시 서북구 서부14길 23-1 (성정동),충청남도 천안시 서북구 성정동 654-17 ,041-563-8538
일반미용업,코코헤어,"충청남도 천안시 서북구 성거읍 망향로 343, 103호 (육영원룸아파트 생활편익시설)",충청남도 천안시 서북구 성거읍 요방리 160-28 육영원룸아파트 생활편익시설 103호,041-622-6486
일반미용업,이미지연출,"충청남도 천안시 서북구 늘푸른6길 41, 상가동 204호 (두정동,극동아파트)",충청남도 천안시 서북구 두정동 526-1 극동아파트 상가동 204호,041-567-8422
일반미용업,에이치투오헤어매직,"충청남도 천안시 서북구 성환읍 성월수향길 123-1, 2층",충청남도 천안시 서북구 성환읍 대홍리 147-9 ,041-561-4804
일반미용업,로이스헤어팀미용실,충청남도 천안시 서북구 새말3길 22 (쌍용동),충청남도 천안시 서북구 쌍용동 388-5 ,041-574-1586
일반미용업,유석헤어샾,"충청남도 천안시 서북구 봉명로 24, 1층 (쌍용동)",충청남도 천안시 서북구 쌍용동 882 ,041-572-2829
일반미용업,김수연미용실,"충청남도 천안시 서북구 충무로 158-10, 상가동 A호 (쌍용동)",충청남도 천안시 서북구 쌍용동 1363-1 선경아파트 상가동 A호,041-571-3364
일반미용업,헤어짱플러스,충청남도 천안시 서북구 성거읍 봉주로 107-6 (벽산아파트 상가 205호),충청남도 천안시 서북구 성거읍 신월리 3-3 벽산아파트 상가 205호 ,041-583-5082
일반미용업,박지영헤어,"충청남도 천안시 서북구 쌍용18길 12 (쌍용동,1층)",충청남도 천안시 서북구 쌍용동 1477 1층 ,041-576-2191
일반미용업,비너스미용실,"충청남도 천안시 서북구 선영5길 25, 1층 (성정동)",충청남도 천안시 서북구 성정동 127-4 ,041-575-5006
일반미용업,화이트미용실,충청남도 천안시 서북구 서부4길 5 (성정동),충청남도 천안시 서북구 성정동 683-5 ,041-576-7868
일반미용업,버르장머리헤어팡팡,"충청남도 천안시 서북구 서부16길 24, 1층 (성정동)",충청남도 천안시 서북구 성정동 653-2 ,041-576-9773
일반미용업,유정미용실,충청남도 천안시 서북구 입장면 도림길 10,충청남도 천안시 서북구 입장면 도림리 341-1 ,041-583-7876
일반미용업,임나경헤어,"충청남도 천안시 서북구 서부16길 20, 가동 1층 (성정동)",충청남도 천안시 서북구 성정동 652-12 1층 가동 ,
일반미용업,머리하는날,충청남도 천안시 서북구 서부4길 19 (성정동),충청남도 천안시 서북구 성정동 668-6 ,041-575-5913
일반미용업,진이헤어아트,"충청남도 천안시 서북구 직산읍 군수1길 8, 1층",충청남도 천안시 서북구 직산읍 수헐리 8-2 ,041-582-9399
일반미용업,리챠드프로헤어쌍용점,충청남도 천안시 서북구 월봉로 79 (쌍용동),충청남도 천안시 서북구 쌍용동 1545 2층 ,041-578-4172
일반미용업,이현헤어아트,충청남도 천안시 서북구 성환읍 성환2로 45,충청남도 천안시 서북구 성환읍 매주리 324-5 외1필지 1층 ,041-556-1165
일반미용업,뽀꼬까꼬헤어클럽,충청남도 천안시 서북구 성정5길 14 (성정동),충청남도 천안시 서북구 성정동 697-13 ,041-573-2719
일반미용업,시크헤어,"충청남도 천안시 서북구 부성6길 10, 1층 (두정동)",충청남도 천안시 서북구 두정동 992 1층 ,041-556-2596
일반미용업,아름다움사람들,"충청남도 천안시 서북구 봉정로 130, 1층 (성정동)",충청남도 천안시 서북구 성정동 193-10 1층 ,041-577-4011
일반미용업,수아헤어,"충청남도 천안시 서북구 미라15길 21 (쌍용동,(1층))",충청남도 천안시 서북구 쌍용동 885 (1층) ,041-579-2170
일반미용업,로데오,"충청남도 천안시 서북구 서부6길 24, 1층 (성정동)",충청남도 천안시 서북구 성정동 665-13 ,041-552-9017
일반미용업,하루헤어,"충청남도 천안시 서북구 도원2길 36-7, 1층 (성정동, 현대베스트룸상가)",충청남도 천안시 서북구 성정동 812-1 현대베스트룸상가 1층 ,
일반미용업,헤어트랜드,"충청남도 천안시 서북구 봉정로 381, 상가동 201호 (두정동,주공8단지아파트)",충청남도 천안시 서북구 두정동 527-3 주공8단지아파트 상가동 201호,041-554-1400
일반미용업,머리깍는사람들,충청남도 천안시 서북구 봉서5길 13 (쌍용동),충청남도 천안시 서북구 쌍용동 794 ,041-576-1346
일반미용업,나라미용실,"충청남도 천안시 서북구 쌍용11길 58, 1층 102호 (쌍용동, 주공7단지아파트)",충청남도 천안시 서북구 쌍용동 1289 주공7단지아파트 ,041-571-8171
일반미용업,프란나헤어,"충청남도 천안시 서북구 한들3로 78-13, 1층 (백석동)",충청남도 천안시 서북구 백석동 960 1층 ,041-568-9332
일반미용업,박승철헤어스투디오,"충청남도 천안시 서북구 성정두정로 1 (성정동,외1필지롯데마트성정점3층)",충청남도 천안시 서북구 성정동 1485 외1필지롯데마트성정점3층 ,070-8210-9654
일반미용업,미헤어샵,충청남도 천안시 서북구 쌍용16길 24 (쌍용동),충청남도 천안시 서북구 쌍용동 729 ,041-575-1196
일반미용업,지앤미헤어샵,"충청남도 천안시 서북구 부성6길 23 (두정동,107호)",충청남도 천안시 서북구 두정동 1001 107호 ,041-567-3690
일반미용업,호산나헤어,"충청남도 천안시 서북구 성거읍 성거길 92, 1층",충청남도 천안시 서북구 성거읍 천흥리 425-4 ,
일반미용업,씨즌헤어샾,"충청남도 천안시 서북구 동서대로 110-27, 상가동 102호 (성정동,아성프라자)",충청남도 천안시 서북구 성정동 545-9 아성프라자 상가동 102호,041-575-5655
